Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,Price to Earning,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Industry PE,Price to Quarterly Earning,Book value,Piotroski score,Asset Turnover Ratio,Industry PBV,FII holding,Change in FII holding,DII holding,Change in DII holding,Change in DII holding 3Years,Change in FII holding 3Years,Average Working Capital Days 3years,Market Capitalization 5years back,Market Capitalization 10years back,Market Capitalization 3years back,Historical PE 5Years,Historical PE 10Years,Historical PE 3Years,Return on assets 3years,Return on assets 5years,OPM 10Year,OPM 5Year,Return on equity 5years growth,Average return on equity 10Years,Average return on capital employed 10Years,Average return on capital employed 7Years,Average return on capital employed 5Years,Average return on capital employed 3Years,Book value 10years back,Book value 5years back,Book value 3years back,Average return on equity 5Years,Average return on equity 3Years,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter
Universal Auto.,539314,,INE203T01012,Auto Components,Auto Components & Equipments,59.50,73.99,45.12,0.96,1.73,0.76,3.17,48.12,29.14,30.49,61.68,5.00,1.43,3.29,0.00,0.00,0.00,0.00,0.00,0.00,27.80,30.70,,69.44,43.11,30.21,43.28,4.85,2.79,8.55,8.00,16.99,9.69,13.73,9.09,8.21,11.66,10.87,24.69,21.55,7.51,9.87,58.66,8.55,3.62,7.45,6121.00
Universal Cables,504212,UNIVCABLES,INE279A01012,Industrial Products,Cables - Electricals,717.65,2489.91,15.79,1.31,2.66,0.54,5.06,61.89,18.51,23.42,539.38,5.00,0.71,3.60,0.81,0.40,4.51,-1.59,2.11,0.46,79.54,291.96,132.38,479.66,14.94,9.99,19.70,3.47,3.26,,7.62,-10.92,,11.56,11.44,9.82,10.20,,327.33,373.19,6.46,6.57,511.61,10.00,3.52,6.59,17414.00
Universal Office,523519,,INE951C01012,Commercial Services & Supplies,Trading & Distributors,5.90,8.64,,4.86,-4.81,0.00,-4.89,61.05,30.74,,1.21,3.00,0.00,2.55,0.00,0.00,0.33,0.00,-0.13,0.00,0.00,1.11,,6.61,,,,-6.17,-6.75,,,,,-51.15,17.40,-7.41,-4.76,-2.16,1.47,1.47,-6.96,-6.18,1.28,-7.98,-12.32,-12.47,12211.00
Universal Starch,524408,,INE113E01015,Agricultural Food & other Products,Other Agricultural Products,138.75,58.28,7.09,0.84,1.43,1.14,4.71,53.86,23.14,17.96,166.19,4.00,2.18,2.48,0.00,0.00,0.00,0.00,0.00,0.00,-12.21,8.17,11.97,58.40,7.64,7.34,9.41,2.57,3.58,3.80,4.33,21.57,8.28,9.94,13.44,14.71,11.80,20.17,97.48,124.50,12.48,8.66,158.50,12.92,3.26,11.20,2425.00
Universus Photo,542933,UNIVPHOTO,INE03V001013,Consumer Durables,Consumer Electronics,210.11,230.01,,0.28,8.52,0.00,8.69,74.55,30.85,,768.49,7.00,0.03,2.52,0.00,0.00,0.00,0.00,0.00,0.00,1337.63,57.63,,601.08,3.32,3.41,3.25,-6.52,5.80,,-138.02,4.32,,7.88,7.88,7.91,-5.82,,1011.25,979.95,6.51,-7.07,788.91,-20.15,-20.85,-21.13,27920.00
Unjha Formul.,531762,,INE576D01015,Pharmaceuticals & Biotechnology,Pharmaceuticals,23.29,10.43,10.03,3.33,8.64,0.00,13.97,36.92,29.56,10.52,7.01,6.00,2.92,3.22,0.00,0.00,0.00,0.00,0.00,0.00,28.68,2.58,2.32,4.21,17.85,18.12,17.88,7.84,6.69,2.87,2.84,-5.64,16.03,26.15,19.78,17.95,18.08,1.45,4.29,4.84,11.24,12.38,6.09,19.31,6.71,10.81,4284.00
Uno Minda,532539,UNOMINDA,INE405E01023,Auto Components,Auto Components & Equipments,1247.00,71958.38,62.22,11.51,9.36,0.46,17.50,68.41,29.14,59.86,107.93,4.00,1.55,3.29,9.83,-0.15,15.97,0.17,1.65,0.95,15.67,6503.85,933.70,26626.49,64.65,49.51,57.36,9.51,7.81,11.18,11.13,13.00,16.41,17.20,16.14,16.43,18.96,9.49,41.49,60.20,16.06,17.81,86.27,19.94,9.95,18.77,193778.00
Updater Services,543996,UDS,INE851I01011,Commercial Services & Supplies,Diversified Commercial Services,162.65,1088.96,11.28,1.08,7.65,0.05,13.17,59.09,22.14,20.76,150.75,7.00,1.76,2.47,3.34,-0.22,13.04,-0.09,,,21.00,,,,17.75,17.75,17.75,5.28,6.54,,5.48,-4.49,,16.57,16.57,16.57,14.01,,,,13.35,11.86,125.49,13.27,4.84,11.07,52923.00
UPL,512070,UPL,INE628A01036,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,747.80,63126.67,33.25,1.97,0.95,0.94,3.29,33.50,29.14,36.73,378.20,8.00,0.54,2.62,38.84,1.83,16.71,-0.46,0.52,1.66,35.90,26921.81,20451.31,63459.11,19.08,20.51,26.72,1.45,3.19,17.63,17.31,-23.52,11.13,13.40,10.32,10.48,8.42,81.42,242.99,286.89,8.45,4.37,293.78,3.29,-2.02,-4.28,284675.00
Upsurge Invest.,531390,,INE890B01014,Finance,Non Banking Financial Company (NBFC),78.00,156.56,16.03,1.38,19.53,0.23,20.45,50.62,20.07,46.10,56.02,4.00,1.42,1.79,0.00,0.00,0.00,0.00,-0.01,0.00,90.65,16.91,30.00,68.94,10.86,15.83,12.97,14.88,20.62,14.91,20.30,25.38,14.33,13.07,15.93,24.58,19.23,13.96,19.05,24.71,21.44,17.54,31.48,29.48,23.88,26.53,4905.00
Upsurge Seeds,,USASEEDS,INE0CBM01019,Agricultural Food & other Products,Other Agricultural Products,132.25,133.38,15.78,2.34,7.58,0.72,16.92,71.15,23.14,26.26,56.48,6.00,1.22,2.48,0.00,0.00,0.00,0.00,0.00,0.00,121.42,,,,32.06,32.06,26.64,7.07,8.07,,8.91,-9.14,,16.88,16.88,17.43,12.94,,,,19.89,17.45,45.48,13.07,6.97,17.12,897.00
UR Sugar,539097,,INE904R01027,Commercial Services & Supplies,Trading & Distributors,3.13,16.42,29.33,0.90,2.25,0.00,2.31,26.67,30.74,32.92,3.50,4.00,0.00,2.55,0.00,0.00,0.00,0.00,0.00,0.00,-788.29,36.41,,101.06,136.00,89.55,150.06,1.37,9.17,-0.69,6.49,15.29,0.44,-2.05,-3.85,11.25,2.13,0.78,0.53,3.44,4.41,1.41,3.46,4.52,3.06,3.13,7105.00
Uravi Defence &,543930,URAVIDEF,INE568Z01015,Auto Components,Auto Components & Equipments,180.60,205.90,99.92,4.09,,0.51,5.31,54.20,29.14,649.50,44.16,0.00,,3.29,7.93,-0.31,0.00,0.00,0.00,7.93,122.81,55.06,,68.75,118.80,118.80,118.80,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,3133.00
Urban Company,544515,URBANCO,INE0CAZ01013,Retailing,E-Retail/ E-Commerce,123.35,18036.00,,7.89,12.43,0.06,15.52,20.29,44.00,,15.66,6.00,0.59,6.67,65.63,-1.73,5.70,-0.43,,,-20.79,,,,33.48,33.48,33.48,-3.81,-17.72,,-41.13,20.72,,-23.90,-23.90,-23.90,-7.95,,,,-16.04,-3.85,,-5.86,-5.65,-7.05,213240.00
Urban Enviro,,URBAN,INE0O0201019,Other Utilities,Waste Management,147.00,127.29,10.85,3.11,13.12,0.71,38.31,51.19,22.00,7.18,47.31,6.00,1.81,3.11,0.00,0.00,0.00,0.00,,,47.68,,,,21.26,21.26,21.26,11.37,11.31,,17.82,-11.71,,25.32,25.32,25.32,25.03,,,,44.41,43.16,24.86,29.76,13.95,51.65,1911.00
Urja Global,526987,URJA,INE550C01020,Electrical Equipment,Other Electrical Equipment,10.28,540.13,418.70,3.10,0.48,0.05,0.73,18.35,26.60,547.00,3.35,5.00,0.23,4.54,0.18,-0.26,0.00,0.00,0.00,0.18,92.44,53.49,137.58,908.99,399.73,258.50,418.20,0.52,0.41,1.07,1.77,0.03,0.60,1.30,1.38,1.48,1.61,2.75,2.92,3.24,0.87,0.93,3.31,1.87,0.72,1.18,825646.00
USG Tech,532402,,INE718B01017,IT - Services,IT Enabled Services,7.99,31.50,,0.84,-1.52,0.47,-1.70,18.08,26.90,,9.47,1.00,0.00,3.10,0.00,0.00,0.00,0.00,0.00,0.00,8814.07,9.85,12.93,29.95,,25.25,,-1.00,-3.13,,,13.47,,-2.26,-3.03,-2.93,-0.69,,9.60,9.67,-3.64,-1.13,9.79,-0.57,-0.90,-1.00,5478.00
Usha Financial,,USHAFIN,INE0LS001014,Finance,Non Banking Financial Company (NBFC),30.10,130.86,,0.60,3.56,0.80,8.70,74.48,20.07,4.96,49.80,3.00,0.16,1.79,2.75,-0.81,0.56,0.00,,,1602.78,,,,11.42,11.42,11.42,3.64,3.19,,71.03,-21.48,,13.15,13.15,13.15,14.13,,,,11.05,11.54,,15.14,3.58,13.48,1837.00
Usha Mart. Edu.,532398,UMESLTD,INE240C01028,Other Consumer Services,E-Learning,4.99,13.19,33.81,0.91,1.92,0.03,2.15,39.82,21.95,34.33,5.57,6.00,0.03,4.49,1.74,0.00,1.28,0.00,-1.40,0.00,-711.95,2.98,7.66,10.83,155.00,131.20,113.60,1.07,0.74,-27.67,15.24,37.91,-2.39,-0.21,1.86,2.01,2.52,6.42,5.30,5.32,0.89,1.26,5.41,3.12,0.91,1.13,38760.00
Usha Martin,517146,USHAMART,INE228A01035,Industrial Products,Iron & Steel Products,421.70,12850.98,28.70,4.32,11.50,0.09,15.83,40.52,19.66,27.69,97.30,4.00,0.99,1.99,14.62,0.48,14.11,1.82,13.28,5.79,106.15,487.59,700.91,4098.78,22.55,18.76,25.52,12.27,10.53,10.60,16.08,-17.18,6.22,11.30,16.12,18.45,20.69,44.41,46.06,55.58,16.77,17.77,78.09,22.08,13.27,19.21,104821.00
Ushakiran Fin.,511507,,INE697C01011,Finance,Non Banking Financial Company (NBFC),47.00,11.94,,0.68,1.32,0.00,1.36,47.81,20.07,156.12,69.13,7.00,0.02,1.79,0.00,0.00,0.00,0.00,-7.58,0.00,-5.39,1.11,1.59,6.86,40.00,39.10,42.34,0.97,1.92,36.71,44.55,20.46,1.55,3.36,1.14,1.87,1.13,7.11,26.61,48.50,1.52,1.01,73.49,1.25,0.51,0.53,2705.00
Ushanti Colour,,UCL,INE00NI01015,Chemicals & Petrochemicals,Dyes And Pigments,62.00,69.67,,1.64,-6.17,1.31,-5.98,67.86,17.80,,37.72,3.00,0.68,1.22,0.00,0.00,0.00,0.00,0.00,0.00,-9.67,18.26,,42.80,34.91,25.12,77.20,-4.25,-1.02,,4.69,,,2.60,2.60,2.60,-0.89,,35.44,42.52,-1.79,-5.29,39.56,-0.21,-4.68,-5.88,1221.00
UTI AMC,543238,UTIAMC,INE094J01016,Capital Markets,Asset Management Company,1099.20,14126.61,19.81,3.98,16.02,0.00,17.50,0.00,26.94,16.89,276.11,6.00,0.36,6.79,7.27,-0.35,60.00,0.29,0.01,1.01,-43.04,,,12626.35,22.95,22.78,21.35,14.62,13.55,53.51,57.70,7.19,15.14,20.58,19.24,19.55,21.05,,229.28,248.95,15.03,15.99,289.57,22.12,15.82,17.10,161911.00
Utique Enterp.,500014,,INE096A01010,Non - Ferrous Metals,Precious Metals,4.85,26.99,,0.37,0.42,0.01,0.43,0.00,,,12.88,6.00,1.45,12.96,0.00,0.00,0.05,0.00,-0.02,0.00,162.93,6.96,13.31,33.24,18.48,16.44,53.56,0.35,0.43,2.40,0.64,-46.84,0.92,1.94,2.21,0.99,1.33,4.94,5.98,12.62,-0.07,0.36,12.53,1.27,0.30,0.30,130640.00
Utkarsh Small F.,543942,UTKARSHBNK,INE735W01017,Banks,Other Bank,13.80,2455.75,,1.05,0.09,9.98,0.79,42.67,23.05,,13.18,5.00,0.14,1.06,11.80,10.12,9.74,7.35,,,70.00,,,,15.05,15.05,15.05,1.59,1.25,,43.92,-47.98,,9.00,9.00,8.34,8.73,,,,11.09,12.77,16.74,9.64,2.31,20.01,249372.00
UTL Industries,500426,,INE184E01024,Realty,"Residential, Commercial Projects",1.84,6.04,121.20,1.44,-2.26,0.02,-2.40,0.00,31.86,,1.28,5.00,0.04,2.60,0.00,0.00,0.00,0.00,0.00,0.00,23576.18,26.86,3.18,14.83,228.00,54.32,228.00,-1.90,-0.89,8.72,4.22,,,11.80,4.38,-0.28,-2.22,-3.56,1.44,1.37,-0.86,-2.31,1.28,-2.30,-1.86,-2.31,21371.00
Utssav CZ Gold,,UTSSAV,INE06IJ01010,Consumer Durables,"Gems, Jewellery And Watches",226.65,539.83,12.08,3.21,13.06,0.88,31.50,69.57,23.24,9.20,70.64,5.00,3.31,3.03,0.64,-0.70,0.00,0.00,,,25.87,,,,21.50,21.50,21.50,11.35,9.03,,5.67,9.07,,17.68,17.68,17.68,21.74,,,,32.00,34.20,,23.88,12.05,42.54,2414.00
Uttam Sug.Mills,532729,UTTAMSUGAR,INE786F01031,Agricultural Food & other Products,Sugar,220.95,842.65,7.50,1.07,4.36,0.35,11.90,74.39,9.37,217.11,207.59,6.00,0.94,0.78,0.04,-0.03,0.00,0.00,-0.04,-1.27,20.43,196.41,80.47,828.55,9.82,9.82,9.82,,,,,,,11.21,11.21,11.21,11.21,,,,,,182.51,,,18.99,30421.00
UVS Hospitality,531652,,INE528C01018,Finance,Non Banking Financial Company (NBFC),115.05,438.71,26.59,2.36,20.17,0.02,21.21,40.32,20.07,17.52,48.87,5.00,1.22,1.79,0.00,0.00,0.36,-0.02,-5.81,0.00,203.52,4.10,2.06,5.11,32.33,32.33,32.33,,,,,,,21.57,21.57,21.57,21.57,,,,,,6.30,,,2.88,930.00
V B Desai Fin.,511110,,INE848D01018,Finance,Other Financial Services,19.50,8.84,10.27,0.71,4.51,0.00,4.76,42.27,35.08,10.24,27.58,6.00,0.27,2.10,0.94,0.00,0.00,0.00,0.00,-0.17,45.85,1.49,4.98,5.59,15.55,15.32,19.02,3.73,3.24,19.76,18.28,-4.47,3.38,4.43,5.22,4.74,5.37,19.94,22.86,23.65,3.46,3.95,25.38,5.51,3.95,4.18,4920.00
V B Industries,539123,,INE334E01017,Finance,Investment Company,7.00,9.18,70.60,0.10,-0.09,0.00,-0.09,0.00,23.65,6.58,73.05,6.00,0.03,0.85,0.00,0.00,0.00,0.00,0.00,0.00,12168.21,1.02,,6.86,66.75,77.14,58.22,0.03,-0.04,-3.33,-19.69,14.64,-0.44,-0.32,-0.62,0.05,0.19,76.00,72.43,72.45,-0.04,0.04,72.60,0.12,0.08,0.08,5660.00
V I P Inds.,507880,VIPIND,INE054A01027,Consumer Durables,Plastic Products - Consumer,397.60,5647.94,,12.16,-3.99,1.68,-12.10,42.35,33.49,,32.66,4.00,1.11,2.07,6.73,-0.22,17.42,1.36,-2.46,-2.60,47.11,3393.73,1315.66,10548.96,76.10,46.58,62.96,3.72,1.53,10.46,8.14,,12.48,20.72,14.61,7.17,11.61,24.01,36.60,39.56,2.96,6.84,47.76,8.48,1.99,5.25,129330.00
V R Films & Stud,542654,,INE06LG01010,Entertainment,"Film Production, Distribution & Exhibition",14.69,16.12,,1.90,-16.70,0.96,-38.66,71.77,161.72,18.32,7.74,4.00,0.54,5.01,0.00,0.00,0.00,0.00,0.00,0.00,162.69,11.00,,60.78,41.27,34.98,59.67,-5.09,2.48,13.24,8.02,,6.22,16.74,14.01,5.69,-4.89,,9.03,10.45,0.13,-10.57,10.50,-0.23,-2.35,-5.14,1600.00
V R Infraspace,,VR,INE0QQM01017,Realty,"Residential, Commercial Projects",153.00,135.87,60.38,3.63,3.17,0.56,5.71,72.97,31.86,62.03,42.16,3.00,0.33,2.60,0.00,0.00,0.00,0.00,,,457.19,,,,84.83,84.83,84.83,4.57,,,17.87,,,12.40,12.40,12.40,13.25,,,,9.48,9.72,38.90,11.22,4.22,9.78,326.00
V R Woodart,523888,,INE317D01014,Auto Components,Tyres & Rubber Products,60.50,174.74,,,-2600.00,,,6.04,26.79,,-1.86,1.00,0.00,2.86,0.00,0.00,2.43,0.00,0.00,0.00,0.00,9.87,1.49,7.51,,,,-1151.52,-814.09,,,,,-350.02,-499.92,-725.00,-1055.56,-10.69,-1.09,-1.18,,,-1.34,-1800.00,-600.00,,10302.00
V-Guard Industri,532953,VGUARD,INE951I01027,Consumer Durables,Household Appliances,341.55,14917.37,58.41,7.18,8.63,0.03,13.58,53.28,51.58,66.31,47.51,8.00,1.79,4.90,12.12,-0.33,23.32,0.46,4.38,-0.79,41.49,6644.88,2740.08,9312.67,59.71,58.24,67.91,8.13,9.60,8.82,8.56,-7.09,16.83,24.64,21.02,19.01,15.93,11.18,28.08,32.50,14.65,13.18,40.70,16.10,8.26,13.79,132841.00
V-Marc India,,VMARCIND,INE0GXK01018,Industrial Products,Cables - Electricals,588.00,1435.94,23.48,6.33,6.60,1.07,24.34,64.87,18.51,20.35,92.50,5.00,1.64,3.60,0.16,0.00,0.00,0.00,0.00,0.16,34.91,,,85.79,20.03,20.03,26.32,6.37,5.32,,10.74,11.80,,19.28,20.48,20.48,24.58,,,30.42,20.51,23.23,46.75,28.86,7.76,28.83,2040.00
V-Mart Retail,534976,VMART,INE665J01013,Retailing,Diversified Retail,641.05,5093.70,42.88,6.02,0.91,0.95,3.08,44.15,44.08,14.55,106.47,7.00,1.23,5.73,17.01,-0.45,32.46,0.35,-0.21,5.83,18.06,2579.77,1023.75,7833.48,183.54,61.94,127.85,-0.96,-0.54,10.51,10.67,-22.61,3.39,14.71,10.03,4.73,4.78,31.91,104.72,107.55,-1.92,-3.32,94.44,0.65,-3.38,-11.84,26763.00
V.L.Infraproject,,VLINFRA,INE0QXL01015,Construction,Civil Construction,27.00,42.42,5.67,0.92,9.88,0.70,24.16,65.39,16.51,5.55,29.23,4.00,1.70,2.02,0.70,-2.11,0.00,0.00,,,76.16,,,,9.31,9.31,9.31,11.15,,,9.86,,,27.72,27.72,27.72,30.67,,,,26.99,30.03,,41.09,14.26,45.94,872.00
V2 Retail,532867,V2RETAIL,INE945H01013,Retailing,Speciality Retail,1960.00,7146.88,54.98,18.44,5.51,3.39,23.28,51.43,31.26,21.94,106.10,6.00,1.44,4.84,3.01,0.91,9.12,2.00,7.59,-3.39,37.25,175.81,76.27,503.80,92.86,69.47,92.86,2.30,0.75,,12.10,80.65,,7.57,7.57,7.57,10.49,,78.79,75.08,4.58,10.56,79.42,10.84,3.04,10.59,39938.00
Va Tech Wabag,533269,WABAG,INE956G01038,Other Utilities,Water Supply & Management,1303.45,8120.15,23.53,3.52,5.86,0.10,14.60,19.09,20.06,21.44,372.97,7.00,0.67,3.11,18.97,0.57,4.32,-0.15,0.87,3.03,91.39,450.38,4449.48,1743.82,16.40,16.33,27.38,4.20,3.63,9.23,10.45,12.45,10.12,16.39,15.78,17.03,19.66,168.88,226.69,247.49,10.14,10.99,292.42,19.75,5.52,13.82,194281.00
Vaarad Ventures,532320,,INE418B01048,Finance,Non Banking Financial Company (NBFC),11.17,279.15,,12.61,-0.67,0.19,-0.85,71.19,20.07,,0.89,3.00,0.00,1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137.70,67.47,424.84,,,,-0.81,-0.79,,,-19.92,-1.39,-1.16,-0.72,-0.96,-0.89,0.93,0.93,0.92,-1.07,-1.02,0.90,-1.03,-0.95,-1.19,3412.00
Vadilal Enterp.,519152,,INE693D01018,Food Products,Dairy Products,10569.90,909.01,153.82,17.49,1.62,1.10,20.48,51.27,27.74,,604.38,5.00,4.38,3.72,0.54,0.00,0.00,0.00,0.00,0.54,-32.34,88.42,21.57,147.48,42.96,51.82,43.13,2.67,1.95,1.94,1.90,25.70,25.25,23.29,28.65,35.90,39.53,45.90,41.50,61.20,37.47,38.07,209.34,38.55,3.18,46.09,1319.00
Vadilal Inds.,519156,VADILALIND,INE694D01016,Food Products,Dairy Products,5248.65,3773.81,30.87,4.82,14.77,0.26,24.00,64.73,27.74,,1092.23,6.00,1.23,3.72,0.56,-0.01,0.42,-0.05,0.42,0.39,52.61,322.80,192.53,1013.34,20.90,21.68,20.10,14.96,10.64,14.88,16.60,5.77,20.14,18.73,19.97,20.71,25.93,176.81,349.30,413.67,22.56,27.35,754.50,27.14,16.58,30.97,19638.00
Vadivarhe Speci.,,VSCL,INE551Q01028,Chemicals & Petrochemicals,Specialty Chemicals,22.00,28.12,,,-21.79,,-495.42,66.83,28.86,,-5.19,2.00,0.90,2.77,0.00,0.00,0.00,0.00,0.00,0.00,-15.18,8.24,,31.96,90.00,59.48,90.00,-6.61,-9.83,3.00,-3.04,,-13.13,0.37,-8.06,-6.85,-1.64,,11.65,4.13,-53.54,-58.76,5.08,10.15,0.18,1.24,448.00
Vaibhav Global,532156,VAIBHAVGBL,INE884A01027,Consumer Durables,"Gems, Jewellery And Watches",246.15,4111.52,19.67,2.83,7.79,0.16,11.72,57.11,23.24,11.58,86.60,7.00,1.73,3.03,18.06,-0.62,1.67,0.43,-4.71,-3.07,58.21,2491.55,2594.75,6132.54,38.21,26.15,39.70,7.02,11.35,9.64,9.79,-14.82,17.48,20.27,21.93,19.20,13.06,22.59,59.24,68.71,15.65,10.58,75.92,14.05,7.21,10.86,139264.00
Vaidya Sane,,MADHAVBAUG,INE0JR301013,Healthcare Equipment & Supplies,Medical Equipment & Supplies,220.00,231.29,25.70,3.41,10.85,0.01,13.56,66.34,35.87,25.03,64.43,7.00,1.22,4.56,0.00,0.00,0.00,-0.21,0.00,0.00,13.74,,,205.01,41.57,41.57,41.57,,,,,,,12.95,12.95,12.95,12.95,,,,,9.88,52.88,7.44,2.77,3.62,712.00
Vaishali Pharma,,VAISHALI,INE972X01022,Pharmaceuticals & Biotechnology,Pharmaceuticals,8.12,105.93,,1.57,0.86,0.23,1.52,31.61,29.56,22.31,5.16,3.00,1.04,3.22,0.00,0.00,0.00,0.00,0.00,0.00,202.32,42.31,,69.84,27.78,30.05,153.50,3.33,3.23,4.31,5.50,61.11,6.52,11.97,11.14,12.27,10.78,,2.13,2.50,7.53,6.31,4.00,5.72,0.91,1.73,27752.00
Vaishno Cement,526941,,INE116E01018,Cement & Cement Products,Cement & Cement Products,5.29,4.73,,,5.65,,,0.00,32.38,,-1.56,5.00,0.00,2.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.26,3.37,2.26,,,,-10.62,-402.37,,,,,-176.18,-255.13,23.08,23.08,-0.10,-0.91,-0.98,,,-1.13,,-16.67,,12410.00
Vakrangee,511431,VAKRANGEE,INE051B01021,IT - Services,IT Enabled Services,7.00,758.21,64.87,3.64,2.10,0.02,3.65,40.05,26.90,59.76,1.93,5.00,0.84,3.10,0.49,-0.34,4.45,-0.02,-1.87,-7.44,-18.42,1907.98,4681.54,3326.83,133.50,59.50,294.17,1.26,1.19,16.95,9.82,7.28,11.59,14.78,3.52,3.88,5.28,14.96,25.15,1.21,1.66,2.60,1.53,7.32,1.32,2.76,416518.00
Valencia India,544433,,INE130701019,Leisure Services,Hotels & Resorts,18.51,24.06,12.93,0.43,13.30,0.11,20.56,60.00,32.50,12.52,43.30,5.00,0.48,2.95,1.74,-1.51,0.00,0.00,,,-54.82,,,,11.23,11.23,11.23,14.51,,,,,,28.35,28.35,28.35,28.35,,,,,27.40,,36.92,20.16,35.31,2347.00
Valencia Nutrit.,542910,,INE08RT01016,Beverages,Other Beverages,57.00,98.21,33.29,2.59,,0.48,2.93,61.94,50.85,74.40,21.98,1.00,,7.89,0.00,0.00,0.00,0.00,0.00,0.00,734.31,36.23,,11.66,40.80,40.80,40.80,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,283.00
Valiant Commun.,526775,,INE760B01019,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,1009.90,1155.54,57.04,16.10,14.04,0.03,16.14,40.62,46.91,50.67,62.73,7.00,0.78,3.34,0.85,0.00,1.58,0.00,1.58,0.85,191.48,13.36,16.85,51.84,63.82,64.43,65.67,10.31,4.19,14.04,16.40,87.69,4.49,4.60,5.01,6.77,15.69,27.37,31.59,28.67,6.80,12.91,45.47,18.93,12.39,14.39,6638.00
Valiant Laborato,543998,VALIANTLAB,INE0JWS01017,Pharmaceuticals & Biotechnology,Pharmaceuticals,66.78,362.71,71.53,1.13,-0.90,0.17,-1.43,74.94,29.56,453.51,58.43,5.00,0.36,3.22,0.01,-0.01,0.00,0.00,,,110.68,,,,64.58,64.58,64.58,,,,,,,-1.30,-1.30,-1.30,-1.30,,,,,4.51,43.62,-1.64,-1.04,-1.71,15075.00
Valiant Organics,540145,VALIANTORG,INE565V01010,Chemicals & Petrochemicals,Specialty Chemicals,272.75,764.25,35.07,1.13,-0.27,0.29,-0.45,37.89,28.86,35.01,241.10,5.00,0.65,2.77,0.22,0.01,0.00,0.00,-1.94,-0.35,-6.49,1269.68,,2500.57,26.01,24.97,25.94,1.87,6.46,18.22,14.25,,15.73,35.35,27.52,12.13,5.22,,184.83,221.97,9.37,3.12,241.12,0.96,-0.67,-1.14,43274.00
Vallabh Steels,513397,,INE457E01016,Industrial Products,Iron & Steel Products,10.81,5.35,,,-5.47,,,61.47,19.66,,-45.80,3.00,0.00,1.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.73,8.24,3.31,,17.57,,-14.12,-19.95,,,,,-10.04,-16.74,-20.46,-14.58,88.53,0.87,-17.80,,,-41.74,-6.85,-6.55,,3697.00
Valor Estate,533160,DBREALTY,INE879I01012,Leisure Services,Hotels & Resorts,126.85,6880.41,,1.67,-1.33,0.25,-2.54,47.45,32.50,172.41,75.14,4.00,0.13,2.95,4.98,-0.18,0.43,-0.07,0.38,2.39,753.08,106.81,1411.38,2365.84,8.64,8.33,7.68,1.80,-0.72,-50.33,-41.61,13.45,-3.67,0.67,0.77,1.73,3.30,116.67,54.90,72.90,-1.40,4.60,93.25,22.26,14.09,34.77,92775.00
Valplast Technol,544565,,INE0QP701017,Construction,Civil Construction,50.99,100.08,16.38,,9.23,0.70,22.40,63.68,16.51,14.11,,4.00,0.95,2.02,1.30,,10.42,,,,125.30,,,,13.66,13.66,13.66,9.90,7.63,,15.55,140.07,,19.01,19.01,19.01,26.28,,,,18.77,22.95,,39.46,15.57,33.27,
Valson Industrie,530459,,INE808A01018,Textiles & Apparels,Other Textile Products,29.69,22.74,32.96,0.82,1.09,0.43,2.24,67.75,20.04,568.50,36.35,7.00,2.33,1.65,0.00,0.00,0.00,0.00,0.00,0.00,18.85,10.80,11.11,13.83,38.48,13.22,38.51,0.95,-1.73,3.90,2.28,0.04,1.87,5.09,2.26,0.73,4.27,35.05,35.05,33.66,-3.41,2.00,35.13,4.27,1.74,3.64,2670.00
Vama Industries,512175,,INE685D01022,IT - Hardware,Computers Hardware & Equipments,4.26,22.38,,1.37,5.87,0.08,10.18,42.94,22.76,,3.11,8.00,2.10,3.09,0.00,0.00,0.00,0.00,0.00,0.00,444.24,26.53,16.89,46.97,24.82,30.14,19.28,-5.28,-2.26,,3.01,32.35,,7.99,5.19,3.75,-0.42,,4.07,4.08,-2.36,-7.82,3.19,-14.81,-19.35,-28.79,17736.00
Vamshi Rubber,530369,,INE380C01014,Auto Components,Tyres & Rubber Products,48.08,20.24,21.31,1.33,1.60,1.30,5.03,57.00,26.79,14.88,36.23,5.00,1.93,2.86,0.00,0.00,0.00,0.00,0.00,0.00,11.09,6.12,9.38,9.93,35.30,27.99,32.80,0.97,-0.57,4.29,3.27,17.24,0.27,6.44,5.90,5.04,7.64,35.82,30.12,30.24,-2.25,3.21,32.54,8.52,1.37,4.59,3257.00
Vandan Foods,544436,,INE0RDJ01019,Agricultural Food & other Products,Edible Oil,41.00,34.37,3.81,0.70,22.67,0.38,53.44,66.42,22.85,4.09,58.64,3.00,3.55,1.74,0.00,,0.00,,,,26.46,,,,3.60,3.60,3.60,22.80,,,,,,44.66,44.66,44.66,44.66,,,,,51.45,,58.92,31.44,45.45,
